gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
YCR086W	77.00369	1.326146	0.20581781	2.487164e-11	5.943833e-10
YCR087C-A	24.45162	0.8140291	0.38383632	0.01737833	0.03948678
YCR088W	389.771	0.4491274	0.22292418	0.03671518	0.07492166
YCR089W	31.56702	-0.7165034	0.28351679	0.007261261	0.01879784
YCR090C	29.62594	-0.3371139	0.40708755	0.3465109	0.4699839
YCR091W	151.1029	-1.532645	0.41700908	2.087805e-05	0.0001113131
YCR092C	55.21471	0.2002885	0.23258692	0.370497	0.4926487
YCR093W	392.0893	-0.8574079	0.16704077	1.597656e-07	1.51182e-06
YCR094W	24.89779	-0.02068419	0.30111764	0.9414485	0.9663445
YCR095C	212.1089	0.08488593	0.19197056	0.6498227	0.7488691
YCR095W-A	2.638822	0.1700334	0.65783732	0.7010441	0.7885129
YCR097W	886.885	-1.600321	0.34049532	1.972656e-07	1.829736e-06
YCR098C	2.961411	-0.4098174	0.63421923	0.3574121	0.4803858
YCR099C	1.143927	-0.7759199	0.99974986	0.06564712	NA
YCR100C	1.62715	0.2419248	0.8616939	0.5228064	0.6354173
YCR101C	2.519955	-0.7405707	0.82944471	0.1023219	0.1751053
YCR102C	8.09867	-1.049046	0.50028354	0.010312	0.02549345
YCR104W	0.1797353	-0.0136499	1.06633157	0.9304943	NA
YCR105W	5.523922	-0.2995922	0.64748995	0.5002764	0.6157816
YCR106W	7.74006	-0.3925549	0.58911638	0.3699267	0.4921051
YCR107W	0.6878753	-0.4344318	0.90028764	0.2599732	NA
YCR108C	13.33536	-0.4602356	0.42558306	0.2128455	0.3197142
YDL001W	279.8132	0.8081747	0.17310372	1.808667e-06	1.302839e-05
YDL002C	169.313	0.07614523	0.18603371	0.6748016	0.7687137
YDL003W	129.008	0.9730971	0.25277776	5.26036e-05	0.0002530121
YDL004W	181.1986	0.1405545	0.24140468	0.5436012	0.654297
YDL005C	501.8986	0.5274977	0.21656161	0.01171591	0.02825356
YDL006W	31.85232	-0.3053957	0.3096968	0.2896168	0.4079808
YDL007C-A	0.4777704	0.042148	0.90711893	0.8967525	NA
YDL007W	251.0357	-0.640902	0.1830667	0.0003336185	0.001303251
YDL008W	108.8026	-0.5777834	0.18727045	0.001550666	0.004911518
YDL009C	67.86538	-1.48336	0.40500129	2.619883e-05	0.0001368086
YDL010W	242.0829	-0.2032229	0.18156627	0.2517955	0.3652564
YDL012C	10.47466	0.2893338	0.45162063	0.451585	0.571453
YDL013W	107.0627	0.9916535	0.26291014	6.920352e-05	0.0003234097
YDL014W	79.29876	0.1880128	0.27465697	0.469401	0.5881294
YDL015C	157.0243	0.1721282	0.20062333	0.3771642	0.4990719
YDL017W	17.07615	0.01517533	0.38266285	0.9646265	0.9815102
YDL018C	42.15311	0.6371721	0.27664249	0.01474709	0.03427489
YDL019C	1377.262	0.4932761	0.22008029	0.02023873	0.04502915
YDL020C	438.071	0.1189845	0.32109884	0.6890738	0.7793373
YDL021W	216.9169	-1.487871	0.37142244	6.674098e-06	4.117138e-05
YDL022C-A	10.18361	2.347059	1.38841186	0.0004084884	0.001557777
YDL022W	101.7176	-2.389633	0.35576203	7.606781e-14	2.902606e-12
YDL024C	17.7102	1.17115	0.46912593	0.002861771	0.008284862
YDL025C	106.309	-0.2080535	0.23068928	0.348602	0.4715607
YDL027C	157.8783	-0.4236278	0.22969622	0.05529665	0.1051741
YDL028C	137.4562	-0.9498194	0.39079441	0.006117119	0.01619362
YDL029W	145.376	-0.5243153	0.20920866	0.009671198	0.02405562
YDL030W	113.6662	0.4830741	0.2219979	0.02409466	0.05201305
YDL031W	1032.999	0.5703191	0.2341704	0.01122559	0.02725448
YDL033C	24.0307	-1.592349	0.41264519	8.210693e-06	4.973754e-05
YDL035C	139.1764	0.3902214	0.16707043	0.0171758	0.03909949
YDL036C	239.4179	0.1200353	0.1832527	0.5022545	0.6174579
YDL037C	4.921627	-0.4072123	0.59406974	0.3536378	0.4763636
YDL039C	31.02073	0.9740217	0.38082857	0.004137098	0.0114911
